,transcript_id,question_addressee,justice,question_text
188,2024.23-852-t01,respondent,Sonia Sotomayor," -- et cetera, just like a starter gun, to make it a weapon, would that be covered under (A)?"
189,2024.23-852-t01,respondent,Sonia Sotomayor," So what you're  -- you're taking out of (B) ""readily convertible,"" and also taking it out of (A)?"
190,2024.23-852-t01,respondent,Sonia Sotomayor," You have no quarrel with the proposition that the agency can, within whatever the statute limits it to do, to determine what makes a completed or nearly -- or  --a -- a completed frame or receiver?"
191,2024.23-852-t01,respondent,"John G. Roberts, Jr."," Anything further?  Thank you, counsel. Rebuttal, General?"
192,2024.23-980-t01,petitioner,Clarence Thomas," But the --this is -- this case isn't about harm at this stage, is it?"
193,2024.23-980-t01,petitioner,Clarence Thomas," Well, but the problem is that the  -- a reasonable person could look at the statement and assume that because it only talks about future probabilities of  -- of this harm or this event occurring, that it never occurred. It's not  -- and there, you also have another 105 statement in which you do discuss past events. So why wouldn't one be able to read this and assume that it never happened?"
194,2024.23-980-t01,petitioner,Clarence Thomas, Why would you includ e in your 105 a past statement?
195,2024.23-980-t01,petitioner,Elena Kagan," So if I could give you a hypothetical, and it's a modified version of one of the hypotheticals that is in the briefs. If I say to you a fire occurs at our production plant, our ability to meet our  production and sales targets could be impaired, all right, and, in fact, there had been a significant fire at the production plant, completely destroying it, where does that  -- how does that come out on your view?"
196,2024.23-980-t01,petitioner,Elena Kagan, -- surprised by that. So what if instead there was a fire and it destroyed 50 percent of the production capacity of the plant?
197,2024.23-980-t01,petitioner,Ketanji Brown Jackson," But, Mr. Shanmugam, I  -- I guess what concerns me a little bit is I don't know if your position is appreciating the fact that past occurrences, past triggering events, can still lead to future harm and that what is misleading is the suggestion, when you make your statement completely futuristic, that no such future harm is going to occur. So let me give you an example that I hope will clarify this. So suppose a realtor is speaking to a potential buyer about a house -- and I think there was some house examples in your briefing -- and he says:  If crime goes up in this area, homeowners insurance could become more expensive. The triggering event would be crime, and the harm would be more expensive homeowners insurance. Both of those things in the  futuristic statement are happening in the future. Wouldn't it be misleading to make this statement if a string of burglaries had actually happened that month?  The homeowner has no way of knowing that. The realtor knows that. And, at the time the statement is made, homeowners insurance has actually already shot up two times higher than before. What I'm suggesting is it's misleading because the homeowner is making a determination of the risk of buying this property and paying a certain amount of homeowners insurance. And, when you say your statement totally futuristically, as though that has  --the burglaries never happened, they're miscalculating. They're being misled into making that calculation."
198,2024.23-980-t01,petitioner,Ketanji Brown Jackson," But, I mean, isn't the whole point -- the whole point of these risk disclosure statements, as I think you admitted, is that the person who is hearing them is trying to determine whether there's going to be a future harm to their business investment, right?  I mean, isn't that what they're doing?"
199,2024.23-980-t01,petitioner,Ketanji Brown Jackson," But why?  Why -- but can I just ask you why?  Why are you warning about the types of risks?  Isn't it because the  investor is trying to determine that if any of those risks happen, it's going to be a problem for the investment?"
200,2024.23-980-t01,petitioner,Brett M. Kavanaugh, What  --what other disclosure requirements are out there about past events that are relevant to assessing this?
201,2024.23-980-t01,petitioner,Brett M. Kavanaugh," So, on the 50 percent hypothetical, if the 50 -- 50 percent of the plant capacity's been destroyed in the past, is there a -- a disclosure requirement that could encompass that that's separate  from the one before us?"
202,2024.23-980-t01,petitioner,"John G. Roberts, Jr."," -- I'm having a little trouble with the question I think you're -- you're actually addressing in terms of  the relationship between 105 and the rest of it. I mean, is your position basically that:  Don't worry about half-truths under 105 because the basic problem is already going to be disclosed under other provisions?"
203,2024.23-980-t01,petitioner,Sonia Sotomayor," -- you keep accusing the Ninth Circuit of an absolute rule, but I'm hearing your absolute rule. Your absolute rule is -- or categorical rule, you say it in your brief at page 19:  ""Risk disclosures under 105 make no implied representation about a company's past experiences.""  Later, you say:  ""Forward-looking risk disclosures do not make any implied assertion about previous events and the present risk of harm they create.""  So you're  -- you want a different categorical rule. You say it's contextual, but the only context you're looking at is whether there's a misrepresentation, not a misleading representation. I think that's the question that Justice Kagan was asking you. If you take it out  --you're -- you're shaking your head yes. You're saying it has to be an explicit or implicit misrepresentation. But there's no such thing as having a m isleading represent -- misrepresentation with risk disclosures. Isn't that what you're arguing?"
204,2024.23-980-t01,petitioner,Sonia Sotomayor," All right. Let's go to these statements, okay?  I'm going to  start with the one that says:  If third parties or developers fail to adopt adequate data security practices, something could happen in  the future. But that misleading statement is omitting the critical information that Meta had failed to implement adequate practices to prevent third parties from misusing its data. It had already happened. A third party had disclosed it, failed to disclose how many millions of  -- of user information?"
205,2024.23-980-t01,petitioner,Sonia Sotomayor," -- and failed to destroy those records, as it represented it had. So why isn't that a misleading statement?"
206,2024.23-980-t01,petitioner,Sonia Sotomayor," I don't want to look at the statements -- I've read the statement the way it was stated. Let's go back to my point. Why isn't it misleading that ther e were no mechanisms by the third party, as you state, if they have inadequate mechanisms, X is going to happen?  We know there isn't any because Facebook didn't put any in."
207,2024.23-980-t01,petitioner,Neil Gorsuch," Mr. Shanmugam, I just want to see if I've got it, okay, where you're coming from at least, okay?  A highly reticulated regulatory system, Item 105 is about risk factors and it's necessarily forward-looking. Companies typically do if/then statements. That's generally okay, you would say. Like opinions, got it, Omnicare. Unless there's some sort of affirmative representation about a fact in the world that's wrong. Is that the gist of your view?"
208,2024.23-980-t01,petitioner,Neil Gorsuch," And  --and let me  -- let me just continue before you pivot back to Justice Sotomayor, which I want you to do too, but the  -- to take Justice Kagan's hypothetical, which we're all concerned about, right, the  50 percent, would that be in your view possibly required by other provisions like Item 101, which requires information material to an  understanding of the general development of the business?"
209,2024.23-980-t01,petitioner,Neil Gorsuch," And Item 303, which requires a disclosure of known trends or uncertainties that have had or that are reasonably likely to have a material impact?"
210,2024.23-980-t01,petitioner,Neil Gorsuch," And 106 as well, which is specific to cybersecurity problems?"
211,2024.23-980-t01,petitioner,Clarence Thomas, You  said that the risk factors are necessarily forward-looking. Is that a regulatory or a statutory requirement?
212,2024.23-980-t01,petitioner,"Samuel A. Alito, Jr."," Well, isn't it the case that an evaluation of risks is always forward-looking?  Isn't it inherently forward-looking?  When you want to know about what risk you face, you want to know what y our risk is in the future, right?"
213,2024.23-980-t01,petitioner,"Samuel A. Alito, Jr."," Well, I think the -- the intuition is that a statement that simply blandly says that there's a possibility of a risk can, in context, be extremely misleading if there is a high probability of the risk materializing. I think that is the intuition. The fact that something has happened in the past very often sheds light on the risk of a recurrence. If you analyze the reason why the thing happened in the past, you may realize that this reason persists and, therefore, it's  predictable that the same thing may happen in the past. But the mere fact that something happened in the past doesn't necessarily tell you what the risk is going forward. Do you disagree with any of that?"
214,2024.23-980-t01,petitioner,"Samuel A. Alito, Jr."," All right. Let's take the  -- the hypothetical about the -- the risk of a fire, and let's say that there was a fire, it was a damaging fire, and an analysis of the reason why the fire started was that all the wiring in the plant is obsolete and eventually has to be replaced, but it can't be replaced for the next six months. So it shows there that there's a -- a substantial risk of the recurrence of a fire. On the other hand, if there was a fire and it was caused by the fact that the factory was hit by a piece of space junk that fell out of the sky, the fact that that happened doesn't really tell you much more about the probability that you're going to have another fire based on objects falling out of space. So what do we do with that situation?"
215,2024.23-980-t01,petitioner,Elena Kagan," So this is very much meant to follow up on Justice Alito's questions. My -- my -- my first note is that in this statement, Facebook actually does have various kinds of statements about what has  happened in the past. It doesn't talk about Cambridge Analytica, but it does talk about other things. It says there have been hacking incidents in the past. Hacking is a real problem, and we've experienced it. And, you know, if you had left that out, I think that you would have every right to stand up there and say:  Like, who could really think that our statement says that there aren't hacking incidents in the past?  All right?  So you put in a bunch of stuff that nobody could accuse you of just take -- you know, omitting because who could think that?  But now say that there's an extraordinary release of confidential data, and let's make it even more extraordinary in this case because, if we make it this case, you know, you'll tell me this was known already and it really wasn't so bad. But, you know, just imagine that -- that every user of Facebook had all their confidential data released in some way to a third party, who then put it on the open market. So, really, quite an extraordinary mishap. And just as Justice Alito says, the reason why people want to know about that in assessing risks going forward is because it says something about the company's vulnerabilities. It might say something about operational problems of the company. It might say something about management issues at the company, like: How does a company allow that to happen?  I better go find out. So -- so why wouldn't that be required here?  Whatever anything else requires, what  -- you know, what -- whatever other requirements there are, this requirement, which talks about -- which is supposed to give people an understanding of future risks, an investor needs to know that, doesn't she?"
216,2024.23-980-t01,petitioner,Neil Gorsuch," Thank you, Chief. Mr. Shanmugam, so you would agree, though, an if/then statement can be misleading and materially possibly so if it understates the risk going forward, the probability of it?"
217,2024.23-980-t01,petitioner,Neil Gorsuch, Do we need to decide the difference between what you're advocating and the virtual certainty -- what you're calling the virtual certainty standard?  Is that necessary to a decision here?
218,2024.23-980-t01,petitioner,Brett M. Kavanaugh," A couple questions. On the risk factors, as I understand it, you don't have to identify the probability of the event occ urring, correct?"
219,2024.23-980-t01,petitioner,Brett M. Kavanaugh," Right. And, second, the SEC, I think you're acknowledging, could adopt a regulation that says what it currently says about risk factors and added:  And, by the way, if you're identifying possible future events that could create harm, you also need to identify if those events have occurred in the past?"
220,2024.23-980-t01,petitioner,Amy Coney Barrett," So, Mr. Shanmugam, you said that this is about context and about the regulatory context, but it seems to me, based on a lot of the hypothetica ls that you've gotten and the ones written in the briefs, that it's about more than just the regulatory context but also about the context of the business, the nature of the risk,  et cetera, which makes it not easily susceptible to a categorical rule. Let's just say  --you know, Justice Gorsuch was asking you to kind of articulate where the line might be. It's hard for me to see why we would adopt the virtual certainty test when it's nobody's first choice. And it seems like the kind of bright -- bright -line rule that maybe the SEC might want to adopt,  that sort of thing, but it's hard for me to see why we would do that. Assume that I think the Ninth Circuit's rule goes too far and I think your rule goes too far. It seems to me very hard to articulate what the line is. And -- and -- and  maybe I can put it this way. It seems like the hardest hypotheticals are the ones where the risks are either unusual or devastating, like a 50 percent loss of a factory because of a fire or getting hit by space junk. Those are  -- those are things that are unusual and hard. You know, nobody would think that a social media company wouldn't be at ris k of data breaches or that data breaches hadn't happened in the past. Or, if you're a food supply chain, you know, E. coli outbreaks in spinach, you know, that sort of thing. If things are going to recur and they're things you associate with the business and they're described at a relatively high level of generality, it seems to me that those kinds of statements, well, maybe those do seem like they're general statements just about the category of risk that a particular kind of business faces, but if they are more unusual, kind of either/or binary choices, make or break the business, well, then those really seem like they're misleading. So, if I see it that way, how do I articulate a rule that handles anything more than the case in front of us?"
221,2024.23-980-t01,petitioner,Ketanji Brown Jackson," No, I guess my question is, why aren't you making a statement with your purely futuristic formulation that leads the reasonable investor to believe that no harm of this nature is going to happen right -- right now, right now?"
222,2024.23-980-t01,respondent,Clarence Thomas," Mr. Russell, what else should Facebook have provided in the 105 statement to comply with 10b?"
223,2024.23-980-t01,respondent,"John G. Roberts, Jr."," Well, exactly  -- well, who -- how are we supposed to parse whether it's slipping on my steps or, you know, what you say is actionable in this case?"
224,2024.23-980-t01,respondent,Neil Gorsuch," Well, Mr. Russell, on that, so  -- so I just want to make sure, there -- there seems to be a -- a point of agreement not only on the question actually presented but that forward -looking risk factor statements don't generally imply anything. There has to be some implied representation about a past fact for you to get in the door. Is  --is that right?  Is that common ground?"
225,2024.23-980-t01,respondent,Neil Gorsuch, But it depends upon an implied representation that there is nothing -- no problem in the past?
226,2024.23-980-t01,respondent,Neil Gorsuch," Everybody seems to  -- you guys agree on that at least. What about the statement we have here? I  -- I want some help with that because it -- I wonder whether we're in the  -- the world of a meteorite or  --or Justice Alito's falling debris or whether we're in the Chief Justice's world of slip-and-fall on my front porch. Defendant represented that our industry is prone to cyber attacks. It says that hacking has become more prevalent in our industry, and it says we cannot assure you that the measures we have will provide absolute security. Why isn't this  --given those kinds of warnings, wher e is the implied representation that Meta has never had a significant data breach?"
227,2024.23-980-t01,respondent,Neil Gorsuch," Yeah. Well, that's the next paragraph, and it -- it -- it does say that we provide limited information. However, if they fail to adopt or adhere to adequate data security practices or in the event of a breach of their networks, you're going to have a problem. So, again, where is the implied representation that  -- that this hasn't happened in the past?  Isn't this exactly the sort of thing that a reasonable investor does know can happen to large companies with --"
228,2024.23-980-t01,respondent,Amy Coney Barrett," So you're saying that it is unusual because it wasn't  -- you're saying it wasn't a data breach. It was Facebook, Meta just handing over the data. You're saying it falls more in the category of a factory half burning to the ground, something that we wouldn't necessarily expect because you would have trusted Meta not to hand it over. Is that what you're saying?"
229,2024.23-980-t01,respondent,Elena Kagan," -- without any real controls, isn't that right?  Isn't that the allegation?"
230,2024.23-980-t01,respondent,Amy Coney Barrett," Mr. Russell, can I just ask you one other question?  You know, Justice Gorsuch and  -- and the Chief too were kind of trying to pin you down on exactly what you think about these if/then statements or these statements of risk, and you agreed that sometimes they might be purely forward-looking, right?"
231,2024.23-980-t01,respondent,Amy Coney Barrett, And you said:  But they can contain implied representations. And -- and I think Mr. Shanmugam's position is that ordinarily they don't. And is yours that they ordinarily do?
232,2024.23-980-t01,respondent,Brett M. Kavanaugh," Well, doesn't that raise what for me is a kind of separation of powers or due process concern?  The SEC knows how to write regulations that require disclosure of past events. As we've discussed, they have those kinds of regulations. And what happens here is this regulation does not explicitly require that, and then the question is:  Okay, why not let the SEC do that if they want to?  And then we have this regulation. And you say sometimes it does, sometimes it doesn't, in response to Justice Barrett and the Chief, and you said it can sometimes contain an implied representation. If you're the regulated party, you don't have fair notice, one could say, of what you're required to do. It's guesswork about when you're required to disclose. And you're going to therefore  --another problem that they raise, and I just want you to respond to all this  --that you're going to just over-disclose then and that's going to defeat the whole purpose of it. So I guess the starting point is, why not let the SEC do this if they want to?  Isn't there a notice problem when you do it this way? And doesn't that, in turn, lead to over-disclosures, which undermines the whole kind of theory here?"
233,2024.23-980-t01,respondent,Brett M. Kavanaugh," But you  -- I'm sorry to interrupt, but I just want to get this one point out and you can keep going. A lot of SEC regulations do specifically require disclosure of things in the past, correct?"
234,2024.23-980-t01,respondent,"Samuel A. Alito, Jr."," Let me give you these two situations. This is what most troubles me about your -- your argument, although, as I -- I tried to bring out in questioning Mr. Shanmugam, I see problems with his as well. Suppose a company  -- let's go back to the fire example. Suppose a company does an internal  --has an inspector come  -- come in. The inspector examines the factory and says your wiring has -- has got to be replaced, but it can't be done in less than six months and that  there is an X percentage chance that there's going to be a fire in your factory in the next year. Do they have to disclose  --if -- and they say in their -- in the 10 -- in answering the 10 -K, if there is a fire, there may be a significant disruption of our operations. Do  they have to disclose that internal report and say we know that there is an X percent chance that a fire is going to occur?"
235,2024.23-980-t01,respondent,Ketanji Brown Jackson," So is that why you're sticking with  --with that -- it has to be a statement that is -- that would cause a listener to infer a fact about the past is untrue?  I mean, I'm sort of with Justice Alito in trying to understand the probability of risk and whether a statement can also be misleading if it would lead to an inference that the risk of future harm is zero or very low when the speaker knows it to be much greater than that. Why isn't that another kind of misleadingness that we should be thinking about or that the SEC was thinking about? "
236,2024.23-980-t01,respondent,Sonia Sotomayor," I'm very confused. I thought, when Justice Alito put in his two hypotheticals or asked which of these two situations, something happened and it has continuing risk, or something happened, no risk, but it might happen  -- something like it might happen in the future. This situation presents both, doesn't it?"
237,2024.23-980-t01,respondent,Clarence Thomas," This case, as Mr. Shanmugam indicated, is about falsity. And so  at what point do we analyze that?  The event took place in -- the misuse, in 2015?"
238,2024.23-980-t01,respondent,Clarence Thomas, So the -- do we just look at that period to determine whether or not the statement is false?
239,2024.23-980-t01,respondent,Clarence Thomas," Because you made a big  -- you made a big issue of the materiality part, which is -- and the harm, that later on they find out when there's full disclosure that you've got a hundred billion dollar loss, 30 million people's data has been -- have been -- has been d isclosed, et cetera. So at what point do we analyze the falsity?"
240,2024.23-980-t01,respondent,Clarence Thomas," But we're not talking about materiality at this point, right?"
241,2024.23-980-t01,respondent,Clarence Thomas, So how do you know in 2016 whether or not it was going to have the downstream -- the later effect of a hundred billion dollars in market cap drop  -- loss?
242,2024.23-980-t01,respondent,Clarence Thomas," Yeah. And, finally, what role does the fact that this is at the motion -to-dismiss stage play in our analysis?"
243,2024.23-980-t01,respondent,"John G. Roberts, Jr."," Justice Alito? Justice Sotomayor, anything further? Justice Gorsuch, anything?"
244,2024.23-980-t01,respondent,Brett M. Kavanaugh," I just want to clarify, in response to Justice Sotomayor and Justice Alito, exactly what you think that the question is before us. I thought the question was, in a situation where you disclose the risk of an event occurring in the future that could cause harm, is it false not to disclose that the  event -- is that statement false because you don't disclose that that same event had happened in the past even though the harm from that event in the past is over?"
245,2024.23-980-t01,respondent,Brett M. Kavanaugh," Okay. I'll read the transcript on that. Okay. And then the second thing, on Justice Thomas's point, I mean, getting past the motion, just to put the real world into this for a second, getting past the motion to dismiss is kind of  --it's the game, right?"
246,2024.23-980-t01,respondent,Ketanji Brown Jackson, Just to quickly clarify your response to Justice Kavanaugh. So it's your view that this past event did present a risk of future business harm?
247,2024.23-980-t01,respondent,Ketanji Brown Jackson," And so that's why you think their question presented doesn't accurately capture what was going on, because they sort of sug gest that it doesn't?"
248,2024.23-980-t01,petitioner,Clarence Thomas," Was it considered significant in 2016 when they filed -- filed the statement, the 105 statement?"
249,2024.23-980-t01,petitioner,"John G. Roberts, Jr.", Do you -- do you agree with Mr. Russell that a probabilistic statement sometimes implies that the event hadn't occurred and sometimes implied that the event had occurred?
250,2024.23-980-t01,petitioner,"John G. Roberts, Jr."," Well, in such a complicated scenario of that sort, sometimes it's yes, sometimes it's no. It depends on the particular context. That does seem something that it would be nice for your -- or something that your client, the Securities and Exchange Commission, might want to exercise its expertise with respect to it. Instead, it, I think, was suggested earlier that this is a good case where we, the Court, can provide a lot of guidance on how you should apply these things. Are you concerned about that, that we may not do as good a job as the SEC?"
251,2024.23-980-t01,petitioner,"Samuel A. Alito, Jr."," Well, under what circumstances does a statement that is framed like this, if X event occurs, then our business will be hurt, under what circumstances does a statement that is framed like that imply that the event is not going to happen?"
252,2024.23-980-t01,petitioner,"Samuel A. Alito, Jr."," Well, it's  --so it's a  -- it isn't a false implication if the risk of the thing happening in the past is more than some quantity, it's more than X, the risk has to be more than X in order for that -- a statement like that to be misleading?"
253,2024.23-980-t01,petitioner,"Samuel A. Alito, Jr."," I'm positing that the statement says exactly what I said it says. It says that if  --if there is a fire in the plant, our operations will be disrupted. It's framed like that. Under what circumstances is that misleading?"
254,2024.23-980-t01,petitioner,"Samuel A. Alito, Jr."," Okay. Well, I don't want to dw ell on things that fall out of the sky, but what about the situation where the fire is caused by something that's utterly freakish? Something fell -- a meteor -- a meteorite fell out of the sky or some crazy person who was hearing voices decided that that person was going to go throw a Molotov cocktail in the window of this plant."
255,2024.23-980-t01,petitioner,"Samuel A. Alito, Jr."," -- even in those situations,  it's caused by a meteorite or it's caused by the crazy Molotov cocktail thrower, you would say you've got to disclose that because a reasonable investor would want to know?"
256,2024.23-980-t01,petitioner,Elena Kagan," Is that, you know, 50 percent of the capacity had been wiped out, right?"
257,2024.23-980-t01,petitioner,Neil Gorsuch," -- it  --it -- it does seem to me we're talking about two totally different things, risks in the future and damages from the past, and if we're talking about damages from the past, how is that a risk factor that's clearly covered by one  -- 105 as opposed to something that should be disclosed perhaps in 101 or 303, first of all?  And, second of all, if you want to cram in risks from past events into 105, why would we do that given the adoption of 106, which addresses these kinds of very problems and doesn't require that?"
258,2024.23-980-t01,petitioner,"John G. Roberts, Jr."," Thank you, counsel. Justice Thomas? Justice Sotomayor?"
259,2024.23-980-t01,petitioner,Elena Kagan," But, as to things that are material, you don't seem to be imposing any higher bar. In other words, that seems to be your only dividing line, is it material or is it not. And I guess maybe this goes back to Justice Barrett's question too. Is there some higher standard that we might use in this area to prevent a mass of cases that are perhaps less viable, less meritorious than this one might be thought?"
260,2024.23-980-t01,petitioner,Neil Gorsuch," Sorry to prolong this, but to what extent does that incentivize companies to just be more general in their disclosures?  I mean, you said, if they raise it up a level of generality, it's less likely to be misleading, so you're going to have more  -- more useles s disclosures, potentially, out -- out of this. Is the SEC concerned about that?  I mean, you know, our -- our  --our ad revenue might be harmed if our reputation's at risk from anything we do."
261,2024.23-980-t01,petitioner,Brett M. Kavanaugh," You said there's no fair notice issue here. I guess  -- I guess I'm not really seeing that, because all the hypotheticals have illustrated a lot of uncertainty about when a company would be required to disc lose and why not. But that blends back into the question I raised earlier and the Chief raised, which is: Why can't the SEC just write a reg?  It's very simple, I think, to add to 105 something like:  When the company discloses the risk of a future event that could cause harm, also disclose any past occurrences of that event."
262,2024.23-980-t01,petitioner,Brett M. Kavanaugh," Well, why -- I mean, why does the judiciary  have to walk the plank on this and  -- and answer that question when the SEC could do it with all the uncertainty and all the hypotheticals that have arisen, which, in turn, at least as I see it, just speaking for myself, raises a lot of questions for companies about what they have to disclose and what they don't? And they're, of course, going forward  -- going -- looking backward, they're going to be stuck with liability. Going  forward, they're just going to disclose everything --"
263,2024.23-980-t01,petitioner,Amy Coney Barrett," Mr. Barber, I think I heard you tell Justice Gorsuch that your position is  -- has been the settled law. Did I hear you correctly?"
264,2024.23-980-t01,petitioner,Amy Coney Barrett," Outside of the Ninth Circuit?  I mean, what I'm getting at is I'm wondering how your position differs from the  virtual certainty test that several other circuits apply. Is it different?"
265,2024.23-980-t01,petitioner,Amy Coney Barrett," Does the government's position differ from the virtual certainty rule as it already exists?  I mean as it exists?  You're  -- you're saying that Mr. Shanmugam has mischaracterized what the virtual certainty rule requires. But, as the law actually exists, as you described it, does the SEC's position  differ from that?  Would we be shifting the law if we  -- if we go your way, do -- do -- do those circuits now have it wrong?"
266,2024.23-980-t01,petitioner,"John G. Roberts, Jr."," Mr. Shanmugam, rebuttal?  REBUTTAL ARGUMENT OF KANNON K. SHANMUGAM ON BEHALF OF THE PETITIONERS"
267,2024.23-191 -t01,petitioner,Clarence Thomas," Mr. Unikowsky, would you have the same objection if Alabama requ ired these claims to be made in a lower state court?"
268,2024.23-191 -t01,petitioner,Clarence Thomas," Well, what's the difference?  If it's  -- if -- if -- let's say -- and I'm just speculating -- that it required that it goes to something the equivalent of a  municipal court before it -- before it goes to its trial court, how is that different from going to an agency?  Isn't it a similar exhaustion problem?"
269,2024.23-191 -t01,petitioner,"John G. Roberts, Jr."," What if, instead of the requirement you're complaining -- the exhaustion requirement, what if the requirement were simply that parties had to go through a mediation process?  I think several jurisdictions have that. I mean, it may -- it may not last long, but before you can proceed with your suit, you have to sit down, and there's a mediator that sees  --tries to see if you can work it out."
270,2024.23-191 -t01,petitioner,Amy Coney Barrett," Mr. Unikowsky, when did the state statute of limitations start running, or has it?"
271,2024.23-191 -t01,petitioner,Amy Coney Barrett," Has it expired for federal purposes?  You know, if your  --if your plaintiffs -- if your plaintiffs -- if your clients were to file in federal court  --"
272,2024.23-191 -t01,petitioner,Amy Coney Barrett," And just out of curiosity, why didn't you file a lawsuit in  federal court?  Why did you go to state?"
273,2024.23-191 -t01,petitioner,Sonia Sotomayor," They said both things, not just that you have to exhaust trying to get your remedies, but you have to go to the very agency you're accusing of a due process violation to cure it, correct?"
274,2024.23-191 -t01,petitioner,Sonia Sotomayor," All right. Just so I'm clear in my own mind, I think what Justice Ba rrett was getting at, and I -- and I'm not sure I understand this completely, how this  would work, can you go to state court?  You can't go to federal court to claim a due process violation until you've been denied the process, correct?"
275,2024.23-191 -t01,petitioner,Sonia Sotomayor," So, if you  -- do you really have a workable alternative to go to federal court as opposed to state court?"
276,2024.23-191 -t01,petitioner,Sonia Sotomayor," You have to file with the state to claim the benefits to start with, correct?"
277,2024.23-191 -t01,petitioner,Sonia Sotomayor, And so you have to be there. So how and when can you go to federal court?
278,2024.23-191 -t01,petitioner,Sonia Sotomayor," That  -- that's what I don't understand from the other side, but do you understand it?"
279,2024.23-191 -t01,petitioner,Sonia Sotomayor, So you're really stuck in a state process with a loop that you can't get out of?
280,2024.23-191 -t01,petitioner,Neil Gorsuch, Do you  --do you have any reason to believe that Alabama doesn't recognize a futility exception requirement?
281,2024.23-191 -t01,petitioner,Neil Gorsuch,"-- Heller was trotted out. And we -- we hear that from time to time, but that's what a futility exception exists to -- to address. And I'm just curious whether you know whether Alabama law permits a futility argument, and -- and  --and you're saying, as I understand it, that none was attempted here in any event?"
282,2024.23-191 -t01,petitioner,Neil Gorsuch," -- understand that. I think we're speaking past each other. So you -- you're -- you're saying that Alabama can't have an exhaustion requirement, correct?"
283,2024.23-191 -t01,petitioner,Neil Gorsuch," Right. But, otherwise, you'd have to exhaust, right?"
284,2024.23-191 -t01,petitioner,Neil Gorsuch," And that's what I'm getting at, okay?  So, on the federal system, you have an exhaustion requirement with a futility exception. Assuming Alabama recognizes a futility exception  -- and I'll have that question for counsel, I've done a little research on it, it seems to have one  -- why shouldn't the state be allowed to have the exact  parallel situation that you'd have on the federal system?"
285,2024.23-191 -t01,petitioner,Brett M. Kavanaugh," What  --what does Felder -- because that is the linchpin of your argument, is that we've already decided this. So what does  --what kind of state procedural rules or rules does Felder still leave, and how would you define the scope of that?"
286,2024.23-191 -t01,petitioner,Brett M. Kavanaugh, -- do you view Felder as a preemption decision then?
287,2024.23-191 -t01,petitioner,Ketanji Brown Jackson," What -- what I guess I'm confused about from your answer to Justice Kavanaugh is how the jurisdictional and neutral requirements relate to the -- the analysis in Felder. I mean, Felder's rule about whether or not it was preempted didn't seem to have anything to do with whether the rule was jurisdictional or neutral. So why do you suggest that that's somehow a way to get out of Felder's analysis about preemption?"
288,2024.23-191 -t01,petitioner,Ketanji Brown Jackson," I mean, I'm looking at the analysis in Felder and it -- as you said subsequently, it's a direct preemption case. It says that the notice of claim statute undermines  the uniquely federal remedy that is Section 1983 in several interrelated ways. And then it talks about three ways, one of which is that it conditions the right of recovery that Congress has authorized. The second is that it discriminates against the federal right. And the third is that it  -- it looks like an exhaustion requirement, all right?  But, really, the reason it's preempted is because it undermines the federal right. And it seems to me that Alabama's law is doing all of those three interrelated things. So I don't understand why we care whether or not it's jurisdictional or whether or not it's neutral in  -- in any given sense. It's doing what Felder says you can't do because it undermines the federal right."
289,2024.23-191 -t01,petitioner,"Samuel A. Alito, Jr."," Well, do you contest the principle that state courts are generally completely free to define the jurisdiction of their courts?"
290,2024.23-191 -t01,petitioner,"Samuel A. Alito, Jr."," So why isn't that body of  case law the appropriate body of case law to apply here since the Alabama Supreme Court tells us that this rule is jurisdictional?  We assume -- presumably have to accept that. This is a matter of state court jurisdiction. So why don't we look to the body of case law that explains when this general ru le that the state courts can define the jurisdiction of their own courts gives way?  I know you want to talk about Patsy and Felder, but why is that -- neither of those involves jurisdiction."
291,2024.23-191 -t01,petitioner,"Samuel A. Alito, Jr."," Well, in Haywood, the courts -- the Court concluded that the New York rule evinced hostility toward 1983. Can that be said here, when the Alabama courts will entertain the 1983 claim,  it's just a question of when they will do it?"
292,2024.23-191 -t01,petitioner,Elena Kagan," You have a broad argument, Mr. Unikowsky, that if it's an exhaustion requirement, it -- it -- it can't get in the way of a lawsuit. You also have a narrower argument that has to do with this case. But what would be -- if you had to define a narrower class of cases that are preempted so that if we wanted to avoid  the question of whether all preemption -- excuse me, whether all exhaustion requirements were preempted, what would that narrower class of cases look like, and what justifies the parameters?"
293,2024.23-191 -t01,petitioner,Elena Kagan, Just  -- so it would be a line about the degree of burden that's attached to the 1983 right?
294,2024.23-191 -t01,petitioner,Elena Kagan," I mean, it was part o f Felder's reasoning. Felder has this  -- some language that suggests a very broad rule applying to all exhaustion requirements, but then it also goes into the time limits. It has a lot to do with, like, how much burden there is on the 1983 right, and it also discusses the purposes of the statute and whether those purposes suggest a conflict with the policy of 1983. And the relationship between or among all of those things is not particularly clear from the language of the opinion. It sort of suggests that they don't really believe that there's an absolute bar when it comes to exhaustion requirements. Do you agree with that?  Do you have any, you know, views about the relationship among those three aspects of the Court's reasoning?"
295,2024.23-191 -t01,petitioner,Amy Coney Barrett," Mr. Unikowsky, how  -- you know, we've said in our own contexts about jurisdiction it's a term of many, many meanings, too many. How are we supposed to -- like, let's say I agree with you that the definition of jurisdiction has to be a federal one. How are we supposed to decide? Because a different test does apply, right, if this is a jurisdictional requirement than if it's just a straight-up, you know, more Felder -like scheme. So what is the test?  How do we decide if a state rule is really jurisdictional or not?"
